fighter,date_of_birth,tuf,r2ufc,dwcs,pride,sf,wec,bmf,hof,country,gender,weightclass,peak_rank,peak_p4p,bouts,wins,win_types,losses,loss_types,streak,best_streak,total_time,mean_age,opp_age,bonus,slot,elo,peak_elo,opp_elo,debut,debut_result,prev_bout,prev_result
Luis Saldana,1991-01-27,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,16,4,2,0 KO 0 Sub 2 Dec,1,0 KO 0 Sub 1 Dec,0,1,3600,30.9,28.6,0,9.5,2698,2736,2628,2021-04-10,W - Jordan Griffin,2022-08-20,D - Sean Woodson
Mark Hominick,1982-07-22,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Canada,male,featherweight,16,16,7,3,1 KO 1 Sub 1 Dec,4,1 KO 0 Sub 3 Dec,-4,3,4707,27.8,28.5,2,4.3,2389,2736,2584,2006-03-04,W - Yves Edwards,2012-11-17,L - Pablo Garza
Pingyuan Liu,1993-02-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,China,male,bantamweight,16,16,4,2,0 KO 0 Sub 2 Dec,2,1 KO 0 Sub 1 Dec,-2,2,3534,26.1,29,0,9.5,2587,2735,2605,2018-07-22,W - Damian Stasiak,2019-12-21,L - Kyung Ho Kang
Cyrille Diabate,1973-10-06,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,France,male,light heavyweight,16,16,8,4,1 KO 1 Sub 2 Dec,4,1 KO 3 Sub 0 Dec,-2,2,3509,38.3,30.7,0,5.9,2495,2735,2583,2010-05-29,W - Luiz Cane,2014-03-08,L - Ilir Latifi
Fabricio Camoes,1978-12-23,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Brazil,male,lightweight,16,16,6,1,0 KO 1 Sub 0 Dec,4,0 KO 3 Sub 1 Dec,-3,1,3081,33.3,29.3,0,7,2472,2735,2646,2009-11-21,D - Caol Uno,2014-10-25,L - Anthony Rocco Martin
Shane Young,1993-07-31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,New Zealand,male,featherweight,16,16,7,2,1 KO 0 Sub 1 Dec,5,1 KO 1 Sub 3 Dec,-4,2,4315,27,30.2,1,8.6,2410,2735,2682,2017-11-18,L - Alexander Volkanovski,2023-09-09,L - Gabriel Miranda
Gan McGee,1976-11-20,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,United States,male,heavyweight,16,16,4,2,2 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,-1,2,1277,25.7,25.7,0,4.2,2370,2735,2636,2000-11-17,L - Josh Barnett,2003-09-26,L - Tim Sylvia
Artem Lobov,1986-08-11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Ireland, Russia",male,featherweight,16,16,7,2,0 KO 0 Sub 2 Dec,5,0 KO 0 Sub 5 Dec,-3,2,6900,30.5,28.6,1,5.3,2560,2734,2669,2015-12-11,L - Ryan Hall,2018-10-27,L - Michael Johnson
KJ Noons,1982-12-07,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,United States,male,"lightweight, welterweight",16,16,6,2,1 KO 0 Sub 1 Dec,3,0 KO 1 Sub 2 Dec,-2,2,3226,31.7,31.4,1,5.5,2516,2734,2681,2013-05-25,L - Donald Cerrone,2016-02-06,L - Josh Burkman
Rameau Thierry Sokoudjou,1984-04-18,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,Cameroon,male,light heavyweight,16,16,3,1,1 KO 0 Sub 0 Dec,2,1 KO 1 Sub 0 Dec,-1,1,1415,24.1,28.7,0,4.7,2510,2734,2675,2007-12-29,L - Lyoto Machida,2008-10-18,L - Luiz Cane
Justin Salas,1982-03-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,7,3,1 KO 0 Sub 2 Dec,4,3 KO 1 Sub 0 Dec,-2,1,2963,31.7,28.9,0,9.1,2452,2734,2655,2012-02-15,W - Anton Kuivanen,2016-03-05,L - Jason Saggo
Zhalgas Zhumagulov,1988-08-29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Kazakhstan,male,flyweight,16,16,7,1,0 KO 1 Sub 0 Dec,6,1 KO 0 Sub 5 Dec,-4,1,4864,33.3,26.4,0,9.9,2816,2733,2686,2020-07-11,L - Raulian Paiva,2023-06-24,L - Joshua Van
Antonio McKee,1970-03-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,900,40.8,30.3,0,11,2652,2733,2676,2011-01-01,L - Jacob Volkmann,2011-01-01,L - Jacob Volkmann
Felice Herrig,1984-09-18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,women's strawweight,8,16,10,5,0 KO 2 Sub 3 Dec,5,0 KO 2 Sub 3 Dec,-4,4,6649,33.2,29.6,1,5.3,2360,2733,2539,2014-12-12,W - Lisa Ellis,2022-06-04,L - Karolina Kowalkiewicz
Dylan Andrews,1979-11-15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Australia,male,middleweight,16,16,5,2,2 KO 0 Sub 0 Dec,3,2 KO 1 Sub 0 Dec,-3,2,2224,34.3,28.7,0,7.2,2246,2732,2486,2013-04-13,W - Jimmy Quinlan,2015-05-09,L - Brad Scott
James Moontasri,1988-04-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,6,2,1 KO 1 Sub 0 Dec,4,0 KO 1 Sub 3 Dec,-2,1,3561,27.5,26.7,0,8.3,2572,2731,2703,2014-06-28,L - Joe Ellenberger,2016-12-17,L - Alex Morono
Felipe Silva,1984-08-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,lightweight,16,16,3,1,1 KO 0 Sub 0 Dec,2,1 KO 1 Sub 0 Dec,-2,1,900,33,26.9,0,9,2387,2731,2665,2016-08-27,W - Shane Campbell,2018-05-19,L - Claudio Puelles
Danny Barlow,1995-08-02,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"middleweight, welterweight",16,16,4,2,1 KO 0 Sub 1 Dec,2,1 KO 0 Sub 1 Dec,-2,2,2668,29.3,30.7,0,7,2494,2730,2644,2024-02-17,W - Josh Quinlan,2025-10-18,L - Djorden Santos
Parker Porter,1985-04-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,16,8,4,1 KO 0 Sub 3 Dec,4,3 KO 1 Sub 0 Dec,-1,3,3523,36.9,31.1,0,5.8,2423,2730,2537,2020-08-15,L - Chris Daukaus,2023-08-26,L - Junior Tafa
Phil De Fries,1986-04-21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, England",male,heavyweight,16,16,5,2,0 KO 1 Sub 1 Dec,3,3 KO 0 Sub 0 Dec,-2,1,1642,26.3,30.5,0,6.4,3235,2729,2551,2011-11-05,W - Rob Broughton,2013-04-06,L - Matt Mitrione
Azat Maksum,1995-02-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Kazakhstan,male,flyweight,16,16,4,1,0 KO 0 Sub 1 Dec,3,0 KO 0 Sub 3 Dec,-3,1,3600,29.6,33.4,1,10.5,2453,2729,2690,2023-07-15,W - Tyson Nam,2025-10-25,L - Mitch Raposo
Frank Shamrock,1972-12-08,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,United States,male,"middleweight, light heavyweight",-1,16,5,5,1 KO 4 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,5,5,2674,25.7,28.6,0,1.6,2443,2729,2425,1997-12-21,W - Kevin Jackson,1999-09-24,W - Tito Ortiz
Akihiro Gono,1974-10-07,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Japan,male,welterweight,16,16,3,1,0 KO 1 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,-2,1,2299,33.8,26.1,1,7,2399,2729,2786,2007-11-17,W - Tamdan McCrory,2009-01-31,L - Jon Fitch
Igor Pokrajac,1979-01-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Croatia,male,light heavyweight,16,16,13,4,2 KO 1 Sub 1 Dec,8,2 KO 2 Sub 4 Dec,-4,3,7261,33.4,32.3,0,6.3,2337,2729,2604,2009-09-19,L - Vladimir Matyushenko,2016-04-10,L - Jan Blachowicz
Trevin Jones,1990-08-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Guam, United States",male,bantamweight,16,16,6,1,1 KO 0 Sub 0 Dec,4,0 KO 1 Sub 3 Dec,-4,1,4338,31.3,29.6,0,7.7,2589,2728,2800,2020-08-22,NC - Timur Valiev,2023-03-04,L - Cody Garbrandt
Cole Smith,1989-04-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,bantamweight,16,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,-2,1,2700,30.6,29.5,0,9,2539,2728,2679,2019-05-04,W - Mitch Gagnon,2020-09-05,L - Hunter Azure
Naoyuki Kotani,1981-12-08,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Japan,male,lightweight,16,16,5,0,0 KO 0 Sub 0 Dec,5,2 KO 1 Sub 2 Dec,-5,-1,3231,30.1,28.3,0,7.4,2041,2728,2549,2007-04-05,L - Thiago Tavares,2015-09-26,L - Kajan Johnson
Sultan Aliev,1984-09-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,welterweight,16,16,4,2,0 KO 0 Sub 2 Dec,2,2 KO 0 Sub 0 Dec,1,1,2562,32.7,30.3,0,9,2727,2727,2730,2015-01-24,L - Kenny Robertson,2019-04-20,W - Keita Nakamura
Rafael Cavalcante,1980-04-05,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Brazil,male,light heavyweight,9,16,5,1,0 KO 1 Sub 0 Dec,4,2 KO 0 Sub 2 Dec,-3,1,2792,34.4,32.8,1,4.2,2592,2727,2764,2013-06-08,L - Thiago Silva,2016-02-06,L - Ovince Saint Preux
Alessio Sakara,1981-09-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Italy,male,middleweight,16,16,15,6,4 KO 0 Sub 2 Dec,8,4 KO 2 Sub 1 Dec,-4,3,4535,27.3,29.7,1,5,2452,2727,2544,2005-10-07,NC - Ron Faircloth,2013-10-26,L - Nico Musoke
Jim Alers,1986-10-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,16,4,1,0 KO 0 Sub 1 Dec,2,1 KO 0 Sub 1 Dec,-1,1,2803,28.7,27.8,1,8.8,2443,2727,2674,2014-04-11,W - Alan Omer,2016-07-23,L - Jason Knight
Nick Maximov,1997-12-23,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,16,4,2,0 KO 0 Sub 2 Dec,2,0 KO 1 Sub 1 Dec,-2,2,2776,24.3,28.7,0,7.8,2673,2726,2639,2021-09-25,W - Cody Brundage,2022-10-15,L - Jacob Malkoun
Antonina Shevchenko,1984-11-20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Kyrgyzstan, Peru",female,women's flyweight,11,16,8,4,1 KO 1 Sub 2 Dec,4,1 KO 1 Sub 2 Dec,1,1,5732,35.7,30.1,2,7,2560,2726,2608,2018-11-30,W - Ji Yeon Kim,2022-07-09,W - Cortney Casey
Juan Adams,1992-01-16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,16,4,1,1 KO 0 Sub 0 Dec,3,2 KO 0 Sub 1 Dec,-3,1,1722,27.4,32.4,0,7.2,2554,2726,2489,2018-12-15,W - Chris De La Rocha,2020-02-08,L - Justin Tafa
John Cholish,1983-12-17,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,United States,male,lightweight,16,16,3,1,1 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,-2,1,1930,28.6,29.5,0,9.3,2544,2726,2629,2011-12-10,W - Mitch Clarke,2013-05-18,L - Gleison Tibau
Viscardi Andrade,1984-03-08,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,welterweight,16,16,4,3,1 KO 0 Sub 2 Dec,1,0 KO 0 Sub 1 Dec,2,2,2796,30.8,29.9,0,9.2,2672,2725,2537,2013-08-03,W - Bristol Marunde,2016-03-19,W - Richard Walsh
Joe Giannetti,1995-07-05,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,900,23,26.5,0,2,2634,2725,2751,2018-07-06,L - Michael Trizano,2018-07-06,L - Michael Trizano
Jordan Griffin,1990-02-28,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,16,5,1,0 KO 1 Sub 0 Dec,4,0 KO 0 Sub 4 Dec,-2,1,4118,30,29.1,1,10.2,2519,2725,2698,2018-12-15,L - Dan Ige,2021-04-10,L - Luis Saldana
Wesley Correira,1978-11-11,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,United States,male,heavyweight,16,16,4,2,2 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,-1,2,1318,24.7,30.5,0,3.2,2245,2725,2510,2002-09-27,L - Tim Sylvia,2004-04-02,L - Andrei Arlovski
Clifford Starks,1981-04-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,16,3,1,0 KO 0 Sub 1 Dec,2,1 KO 1 Sub 0 Dec,-2,1,1395,31.1,30.3,0,9.3,2617,2724,2524,2011-10-29,W - Dustin Jacoby,2013-04-20,L - Yoel Romero
Bobby Moffett,1990-06-01,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,16,3,0,0 KO 0 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,-2,0,2263,28.8,29.4,1,7,2780,2723,2784,2018-11-10,NC - Chas Skelly,2019-08-10,L - Enrique Barzola
Andre Ewell,1988-01-21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"featherweight, bantamweight",16,16,9,4,0 KO 0 Sub 4 Dec,5,2 KO 1 Sub 2 Dec,-3,2,7574,32.2,29.2,0,8.9,2499,2723,2720,2018-09-22,W - Renan Barao,2021-12-18,L - Charles Jourdain
Teruto Ishihara,1991-07-23,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Japan,male,bantamweight,16,16,9,3,2 KO 0 Sub 1 Dec,5,1 KO 1 Sub 3 Dec,-3,2,5433,25.8,29.6,1,8.1,2445,2723,2633,2015-09-26,D - Mizuto Hirota,2019-02-09,L - Kyung Ho Kang
Kiichi Kunimoto,1981-05-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Japan,male,welterweight,16,16,5,3,0 KO 1 Sub 1 Dec,2,0 KO 1 Sub 1 Dec,-2,3,2831,33.8,29.5,1,5.4,2386,2723,2649,2014-01-04,W - Luiz Dutra Jr.,2017-06-10,L - Zak Ottow
Natan Levy,1991-09-30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Israel,male,lightweight,16,16,4,2,0 KO 0 Sub 2 Dec,2,0 KO 1 Sub 1 Dec,-1,2,3103,31.1,30.7,0,9,2652,2722,2650,2021-11-20,L - Rafa Garcia,2024-03-16,L - Mike Davis
Dan Argueta,1993-08-13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,16,16,6,1,0 KO 0 Sub 1 Dec,4,0 KO 1 Sub 3 Dec,-3,1,4339,30,28.7,0,9.5,2504,2722,2740,2022-06-04,L - Damon Jackson,2024-10-12,L - Cody Haddon
Sarah Frota,1987-04-14,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's flyweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-2,-1,1453,32,26,0,8,2432,2722,2686,2019-02-02,L - Livinha Souza,2019-07-27,L - Gillian Robertson
Andreas Michailidis,1988-07-18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Greece,male,"welterweight, middleweight",16,16,4,1,0 KO 0 Sub 1 Dec,3,2 KO 0 Sub 1 Dec,-2,1,2418,33,30.2,0,9.2,2330,2722,2621,2020-07-15,L - Modestas Bukauskas,2022-06-04,L - Rinat Fakhretdinov
Scott Askham,1988-05-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, England",male,middleweight,16,16,6,2,2 KO 0 Sub 0 Dec,4,0 KO 0 Sub 4 Dec,-2,1,4057,27.6,28.3,1,8,2759,2721,2613,2014-10-03,L - Magnus Cedenblad,2017-03-18,L - Brad Scott
Humberto Bandenay,1994-09-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Peru,male,featherweight,16,16,4,1,1 KO 0 Sub 0 Dec,3,1 KO 0 Sub 2 Dec,-3,1,1865,23.9,27.8,1,6.5,2621,2721,2616,2017-08-05,W - Martin Bravo,2019-08-10,L - Eduardo Garagorri
Phillip Miller,1979-02-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"middleweight, light heavyweight",16,16,2,2,0 KO 1 Sub 1 Dec,0,0 KO 0 Sub 0 Dec,2,2,1490,23.6,30.2,0,6.5,2737,2720,2338,2002-07-13,W - James Zikic,2002-11-22,W - Mark Weir
Jonny Parsons,1991-09-06,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,1,1,1 KO 0 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,1,1,597,31.9,36,1,8,2720,2720,2652,2023-07-22,W - Danny Roberts,2023-07-22,W - Danny Roberts
Damian Stasiak,1990-02-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Poland,male,bantamweight,16,16,6,2,0 KO 2 Sub 0 Dec,4,1 KO 0 Sub 3 Dec,-3,2,4491,26.9,29.3,1,8.5,2666,2720,2659,2015-04-11,L - Yaotzin Meza,2018-07-22,L - Pingyuan Liu
Maurice Greene,1986-07-05,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,13,16,8,4,1 KO 2 Sub 1 Dec,4,2 KO 1 Sub 1 Dec,-2,3,4057,33.5,33.4,0,6.6,2541,2720,2662,2018-11-30,W - Michel Batista,2021-05-08,L - Marcos Rogerio de Lima
Rodrigo Damm,1980-02-03,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Brazil,male,lightweight,16,16,7,3,0 KO 1 Sub 2 Dec,4,1 KO 0 Sub 3 Dec,-3,2,5378,33.8,30.5,1,7.6,2485,2720,2618,2012-06-23,W - Anistavio Medeiros,2015-01-03,L - Evan Dunham
Anton Turkalj,1996-06-10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Sweden,male,light heavyweight,16,16,4,0,0 KO 0 Sub 0 Dec,4,2 KO 1 Sub 1 Dec,-4,-1,1991,27,29.2,2,7.2,2456,2720,2731,2022-09-10,L - Jailton Almeida,2024-03-30,L - Ibo Aslan
Miranda Granger,1992-04-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,women's strawweight,16,16,4,1,0 KO 0 Sub 1 Dec,3,0 KO 2 Sub 1 Dec,-3,1,2386,28.5,29,0,9,2375,2720,2513,2019-08-03,W - Hannah Goldy,2022-08-06,L - Cory McKenna
Kamal Shalorus,1977-08-27,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Iran,male,lightweight,16,16,3,0,0 KO 0 Sub 0 Dec,3,1 KO 2 Sub 0 Dec,-3,-1,1563,34.2,26.1,0,6.3,2556,2719,2825,2011-03-19,L - Jim Miller,2012-05-15,L - Rafael Dos Anjos
Michinori Tanaka,1990-10-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Japan,male,bantamweight,16,16,5,2,0 KO 0 Sub 2 Dec,3,0 KO 0 Sub 3 Dec,-2,1,4500,25,28,1,9.6,2674,2718,2633,2014-06-14,W - Roland Delorme,2017-02-04,L - Ricardo Ramos
Keita Nakamura,1984-05-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Japan,male,welterweight,16,16,11,4,0 KO 2 Sub 2 Dec,7,0 KO 0 Sub 7 Dec,-1,1,9436,30.3,29.1,1,7.2,2626,2718,2639,2006-12-13,L - Brock Larson,2019-04-20,L - Sultan Aliev
Molly McCann,1990-05-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, England",female,women's strawweight,14,16,14,7,2 KO 1 Sub 4 Dec,7,0 KO 4 Sub 3 Dec,-2,3,8572,31.5,27.6,4,6.9,2403,2718,2531,2018-05-27,L - Gillian Robertson,2025-03-22,L - Alexia Thainara
Dan Severn,1958-06-08,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,United States,male,"heavyweight, openweight",-1,16,13,9,1 KO 5 Sub 3 Dec,4,0 KO 4 Sub 0 Dec,-2,4,3191,37.6,NA,0,3.2,2353,2718,2404,1994-12-16,W - Anthony Macias,2000-09-22,L - Pedro Rizzo
James Irvin,1978-09-12,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,United States,male,"light heavyweight, middleweight",16,16,10,4,3 KO 0 Sub 0 Dec,6,4 KO 2 Sub 0 Dec,-3,2,1726,29,29,2,5.4,2269,2718,2535,2005-02-05,L - Mike Kyle,2010-08-01,L - Igor Pokrajac
Deron Winn,1989-06-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,16,5,2,0 KO 0 Sub 2 Dec,3,1 KO 1 Sub 1 Dec,-1,1,3998,31.1,31.7,1,9.2,2634,2717,2702,2019-06-22,W - Eric Spicely,2022-06-18,L - Phil Hawes
Don'Tale Mayes,1992-01-16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,14,16,12,4,2 KO 0 Sub 2 Dec,7,0 KO 3 Sub 4 Dec,-3,2,8991,30.9,31.9,0,8.1,2460,2717,2625,2019-10-26,L - Ciryl Gane,2025-05-03,L - Thomas Petersen
Clint Hester,1986-11-21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"light heavyweight, middleweight",16,16,7,4,2 KO 0 Sub 2 Dec,3,2 KO 1 Sub 0 Dec,-3,4,4429,27.8,29.3,1,7.9,2415,2717,2588,2013-04-13,W - Bristol Marunde,2016-04-23,L - Marcos Rogerio de Lima
Brok Weaver,1991-12-05,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,3,1,0 KO 0 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,-2,1,1308,28.5,28.7,0,6,2548,2716,2664,2020-02-15,W - Rodrigo Vargas,2020-09-12,L - Jalin Turner
Jamal Pogues,1995-12-01,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,16,4,2,0 KO 0 Sub 2 Dec,2,0 KO 0 Sub 2 Dec,-1,1,3600,28,30.6,0,9.2,2516,2716,2511,2023-02-18,W - Josh Parisian,2025-02-01,L - Hamdy Abdelwahab
Josh Quinlan,1993-02-06,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,4,1,1 KO 0 Sub 0 Dec,3,1 KO 0 Sub 2 Dec,-3,1,2607,30.5,32,0,8.5,2347,2716,2588,2022-08-13,W - Jason Witt,2024-06-15,L - Adam Fugitt
Travis Wiuff,1978-03-15,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,United States,male,"light heavyweight, heavyweight",16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,-2,-1,574,25.9,30.7,0,4.5,2465,2715,2729,2002-11-22,L - Vladimir Matyushenko,2005-04-16,L - Renato Sobral
Darko Stosic,1992-02-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Serbia,male,light heavyweight,16,16,4,1,1 KO 0 Sub 0 Dec,3,0 KO 0 Sub 3 Dec,-3,1,2893,27.3,28.1,0,8.5,2750,2714,2598,2018-07-22,W - Jeremy Kimball,2020-01-25,L - Jamahal Hill
Caolan Loughran,1996-05-18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Ireland,male,bantamweight,16,16,4,2,0 KO 0 Sub 2 Dec,2,0 KO 0 Sub 2 Dec,1,1,3600,28,29.7,0,10,2573,2714,2670,2023-09-02,L - Taylor Lapilus,2025-03-22,W - Nathan Fletcher
George Roop,1981-11-10,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,United States,male,bantamweight,16,16,13,5,2 KO 0 Sub 3 Dec,8,4 KO 1 Sub 3 Dec,-2,2,8125,30.4,28.6,0,7.8,2491,2714,2609,2008-12-13,L - Shane Nelson,2015-09-26,L - Takeya Mizugaki
Sam Sicilia,1986-02-01,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,16,12,5,3 KO 0 Sub 2 Dec,7,2 KO 3 Sub 2 Dec,-3,2,6222,28.6,29.7,0,6.9,2421,2713,2566,2012-06-01,W - Cristiano Marcello,2017-02-19,L - Gavin Tucker
Dean Lister,1976-02-13,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,16,6,4,0 KO 2 Sub 2 Dec,2,0 KO 0 Sub 2 Dec,-1,2,3972,31.5,29.1,0,5.3,2606,2712,2546,2006-05-27,W - Alessio Sakara,2008-12-27,L - Yushin Okami
Marion Reneau,1977-06-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,women's bantamweight,6,16,13,5,2 KO 2 Sub 1 Dec,7,1 KO 0 Sub 6 Dec,-5,2,10224,40.4,30.8,1,6.3,2363,2712,2551,2015-01-03,W - Alexis Dufresne,2021-07-17,L - Miesha Tate
Ryan Janes,1981-08-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,middleweight,16,16,4,2,1 KO 0 Sub 1 Dec,2,0 KO 1 Sub 1 Dec,1,1,2552,35.7,29.4,0,8.5,2711,2711,2737,2016-12-09,W - Keith Berish,2017-12-01,W - Andrew Sanchez
Steven Peterson,1990-05-29,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,16,8,3,1 KO 0 Sub 2 Dec,5,0 KO 0 Sub 5 Dec,-2,2,6691,29.8,28.3,2,7.2,2563,2711,2637,2018-02-18,L - Brandon Davis,2023-03-25,L - Lucas Alexander
