fighter,date_of_birth,tuf,r2ufc,dwcs,pride,sf,wec,bmf,hof,country,gender,weightclass,peak_rank,peak_p4p,bouts,wins,win_types,losses,loss_types,streak,best_streak,total_time,mean_age,opp_age,bonus,slot,elo,peak_elo,opp_elo,debut,debut_result,prev_bout,prev_result
Maheshate,1999-12-01,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,China,male,lightweight,16,16,6,2,1 KO 0 Sub 1 Dec,4,1 KO 0 Sub 3 Dec,-2,1,4131,24,30.4,1,9.2,2414,2766,2641,2022-06-11,W - Steve Garcia,2025-08-23,L - Gauge Young
Gian Villante,1985-08-18,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,United States,male,heavyweight,12,16,18,7,4 KO 0 Sub 3 Dec,11,4 KO 1 Sub 6 Dec,-4,2,12070,31.5,33.2,3,5.8,2341,2766,2667,2013-04-27,L - Ovince Saint Preux,2021-11-06,L - Chris Barnett
Terry Etim,1986-01-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, England",male,lightweight,16,16,11,6,1 KO 4 Sub 1 Dec,5,1 KO 1 Sub 3 Dec,-2,4,6349,23.8,26.7,5,6.4,2468,2765,2530,2007-04-21,W - Matt Grice,2013-02-16,L - Renee Forte
Derrick Krantz,1988-01-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-2,-1,1132,31.5,28.5,0,4,2651,2764,2768,2019-05-18,L - Vicente Luque,2019-08-31,L - Song Kenan
Marcin Prachnio,1988-07-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Poland,male,light heavyweight,16,16,11,4,1 KO 0 Sub 3 Dec,7,3 KO 3 Sub 1 Dec,-2,2,6440,33.6,31.7,1,8.6,2583,2764,2690,2018-02-24,L - Sam Alvey,2025-07-19,L - Jimmy Crute
Miguel Torres,1981-01-18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,United States,male,bantamweight,16,16,4,2,0 KO 0 Sub 2 Dec,2,1 KO 0 Sub 1 Dec,-1,1,2898,30.6,25.5,0,6.2,2521,2764,2627,2011-02-05,W - Antonio Banuelos,2012-04-21,L - Michael McDonald
Keith Jardine,1975-10-31,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,United States,male,light heavyweight,16,16,13,6,2 KO 0 Sub 4 Dec,7,4 KO 0 Sub 3 Dec,-4,2,7998,32.1,30.5,3,3.2,2493,2764,2671,2005-11-05,W - Kerry Schall,2010-06-19,L - Matt Hamill
Mark Godbeer,1983-11-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, England",male,heavyweight,16,16,4,2,0 KO 0 Sub 1 Dec,2,0 KO 2 Sub 0 Dec,-1,2,1874,33.6,29.5,0,8.8,2513,2763,2646,2016-11-19,L - Justin Ledet,2018-03-17,L - Dmitriy Sosnovskiy
Brad Pickett,1978-09-24,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"United Kingdom, England",male,bantamweight,5,16,14,5,1 KO 1 Sub 3 Dec,9,2 KO 3 Sub 4 Dec,-3,2,9115,35.8,29.9,5,4.1,2416,2763,2678,2011-11-05,L - Renan Barao,2017-03-18,L - Marlon Vera
Paul Buentello,1974-01-16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,United States,male,heavyweight,16,16,6,3,2 KO 1 Sub 0 Dec,3,1 KO 1 Sub 1 Dec,-2,2,2492,33,28.8,0,4.3,2592,2762,2627,2005-02-05,W - Justin Eilers,2010-03-21,L - Cheick Kongo
Jared Gooden,1993-12-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,7,2,1 KO 1 Sub 0 Dec,5,0 KO 0 Sub 5 Dec,-1,1,4939,28.6,32.7,1,7,2481,2762,2742,2020-11-21,L - Alan Jouban,2024-10-12,L - Chidi Njokuani
Seth Baczynski,1981-10-26,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,11,5,1 KO 2 Sub 2 Dec,6,3 KO 0 Sub 3 Dec,-3,4,6034,31.2,28.5,2,7.9,2255,2762,2601,2010-06-19,L - Brad Tavares,2015-04-11,L - Leon Edwards
Nicco Montano,1988-12-16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,"women's bantamweight, women's flyweight",-1,16,2,1,0 KO 0 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,-1,1,2400,29.8,32.5,1,4.5,2652,2761,2647,2017-12-01,W - Roxanne Modafferi,2019-07-13,L - Julianna Pena
Cory McKenna,1999-07-11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, Wales",female,women's strawweight,16,16,6,3,0 KO 1 Sub 2 Dec,3,0 KO 1 Sub 2 Dec,-2,2,4061,23.4,27.3,0,8.8,2563,2761,2556,2020-11-14,W - Kay Hansen,2024-10-12,L - Julia Polastri
Jason Brilz,1975-07-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,light heavyweight,16,16,7,3,1 KO 0 Sub 2 Dec,4,2 KO 0 Sub 2 Dec,-3,2,4171,34.7,31.6,1,7.4,2636,2759,2633,2008-09-17,W - Brad Morris,2011-11-19,L - Ryan Bader
Mohammed Usman,1989-04-01,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Nigeria, United States",male,heavyweight,16,16,6,4,1 KO 0 Sub 3 Dec,2,0 KO 0 Sub 2 Dec,1,3,4836,34.7,31,1,9.5,2619,2759,2586,2022-08-06,W - Zac Pauga,2025-06-21,W - Hamdy Abdelwahab
Justin Tafa,1993-12-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Australia, Samoa",male,heavyweight,16,16,10,4,4 KO 0 Sub 0 Dec,5,2 KO 0 Sub 3 Dec,-2,2,3274,28.4,31.6,2,4.2,2540,2759,2601,2019-10-05,L - Yorgan De Castro,2025-02-08,L - Tallison Teixeira
Jordan Wright,1991-10-07,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"light heavyweight, middleweight",16,16,7,2,2 KO 0 Sub 0 Dec,5,3 KO 1 Sub 1 Dec,-4,1,2109,30.1,31.9,1,5.9,2504,2757,2665,2020-08-22,W - Ike Villanueva,2023-02-18,L - Zac Pauga
Justin Jaynes,1989-08-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"featherweight, lightweight",16,16,5,1,1 KO 0 Sub 0 Dec,4,2 KO 1 Sub 1 Dec,-4,1,2408,31.3,32,1,8.4,2346,2757,2645,2020-06-20,W - Frank Camacho,2021-06-26,L - Charles Rosa
Benito Lopez,1994-04-06,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,16,16,4,2,0 KO 0 Sub 2 Dec,2,0 KO 2 Sub 0 Dec,-1,1,2283,25.6,27.3,0,8.2,2668,2756,2700,2017-12-09,W - Albert Morales,2022-11-05,L - Mario Bautista
Ihor Potieria,1996-05-29,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Ukraine,male,"middleweight, light heavyweight",16,16,8,2,1 KO 0 Sub 1 Dec,6,4 KO 1 Sub 1 Dec,-3,1,3482,27.5,32.6,1,7,2530,2755,2768,2022-07-30,L - Nicolae Negumereanu,2025-01-11,L - Marco Tulio
Mike Ricci,1986-03-18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,"lightweight, welterweight",16,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,-1,1,2700,27.1,26.8,0,4.3,2709,2754,2691,2012-12-15,L - Colton Smith,2013-09-21,L - Myles Jury
Chris Fishgold,1992-06-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, England",male,featherweight,16,16,4,1,0 KO 1 Sub 0 Dec,3,1 KO 1 Sub 1 Dec,-2,1,2086,27.1,31,0,7.2,2522,2754,2685,2018-10-27,L - Calvin Kattar,2020-07-15,L - Jared Gordon
Joe Riggs,1982-09-23,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,United States,male,"middleweight, welterweight",16,16,12,5,1 KO 2 Sub 1 Dec,7,2 KO 4 Sub 1 Dec,-1,1,4005,26.4,29.9,1,5.1,2705,2752,2677,2004-08-21,W - Joe Doerksen,2016-02-21,L - Chris Camozzi
Joe Doerksen,1977-10-09,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Canada,male,middleweight,16,16,9,2,0 KO 2 Sub 0 Dec,7,2 KO 2 Sub 3 Dec,-2,1,5532,30,28.1,0,5.3,2649,2752,2619,2004-08-21,L - Joe Riggs,2010-12-11,L - Dan Miller
Batgerel Danaa,1989-07-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Mongolia,male,bantamweight,16,16,7,3,3 KO 0 Sub 0 Dec,4,2 KO 0 Sub 2 Dec,-3,3,3467,32.1,31,2,9.7,2501,2752,2609,2019-08-31,L - Alatengheili,2023-04-22,L - Brady Hiestand
Charles Rosa,1986-08-24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"featherweight, lightweight",16,16,13,5,0 KO 2 Sub 3 Dec,8,1 KO 0 Sub 7 Dec,-3,1,10768,32.4,29.1,4,7.8,2376,2752,2697,2014-10-03,L - Dennis Siver,2022-07-23,L - Nathaniel Wood
Jason Saggo,1985-11-23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,lightweight,16,16,6,3,2 KO 0 Sub 1 Dec,3,1 KO 0 Sub 2 Dec,-2,2,3863,30.2,30.1,0,9.7,2691,2751,2717,2014-06-14,W - Josh Shockley,2017-09-16,L - Gilbert Burns
Yanal Ashmouz,1995-03-31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Israel,male,lightweight,16,16,4,2,1 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,-1,1,2775,29,28,0,9.5,2631,2751,2701,2023-03-18,W - Sam Patterson,2025-06-07,L - Quillan Salkilld
Colton Smith,1987-08-14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"lightweight, welterweight",16,16,4,1,0 KO 0 Sub 1 Dec,3,1 KO 2 Sub 0 Dec,-3,1,1980,26.1,26.1,0,5.5,2556,2751,2763,2012-12-15,W - Mike Ricci,2014-06-28,L - Diego Ferreira
Jason Witt,1986-11-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,6,2,0 KO 1 Sub 1 Dec,4,4 KO 0 Sub 0 Dec,-2,1,1957,34.6,31.4,1,9.3,2501,2751,2633,2020-06-27,L - Takashi Sato,2022-08-13,L - Josh Quinlan
Levan Makashvili,1989-01-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Georgia,male,featherweight,16,16,3,1,0 KO 0 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,0,1,2700,26.6,29.3,0,7.7,2363,2751,2605,2015-05-16,W - Mark Eddiva,2016-01-30,D - Damon Jackson
Alberto Mina,1982-05-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,welterweight,16,16,4,3,2 KO 0 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,-1,3,2434,34,35.2,1,6.5,2723,2750,2643,2014-08-22,W - Shinsho Anzai,2018-05-12,L - Ramazan Emeev
Felicia Spencer,1990-11-29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,female,women's featherweight,16,16,6,3,2 KO 1 Sub 0 Dec,3,0 KO 0 Sub 3 Dec,1,1,4586,29.6,31.4,0,2.5,2686,2750,2701,2019-05-18,W - Megan Anderson,2021-11-13,W - Leah Letson
Jessin Ayari,1992-05-31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Germany, Tunisia",male,"lightweight, welterweight",16,16,4,1,0 KO 0 Sub 1 Dec,3,1 KO 0 Sub 2 Dec,-3,1,2772,26,27.6,0,10,2661,2750,2660,2016-09-03,W - Jim Wallhead,2020-10-03,L - Luigi Vendramini
Luana Carolina,1993-06-11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,"women's bantamweight, women's flyweight",15,16,10,6,1 KO 0 Sub 5 Dec,4,1 KO 1 Sub 2 Dec,-1,3,7992,29.2,30.9,0,9,2610,2749,2540,2019-05-11,W - Priscila Cachoeira,2025-09-28,L - Michelle Montague
Austin Lingo,1994-07-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,16,5,2,0 KO 0 Sub 2 Dec,3,0 KO 1 Sub 2 Dec,-2,2,4151,27.4,28.2,0,8.2,2566,2749,2669,2020-02-08,L - Youssef Zalal,2023-07-15,L - Melquizael Costa
Tonya Evinger,1981-06-04,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,"women's bantamweight, women's featherweight",11,16,3,0,0 KO 0 Sub 0 Dec,3,2 KO 0 Sub 1 Dec,-3,-1,1822,37.2,31,0,6,2493,2749,2707,2017-07-29,L - Cris Cyborg,2019-06-01,L - Lina Lansberg
William Macario,1991-07-01,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,welterweight,16,16,4,1,0 KO 0 Sub 1 Dec,3,2 KO 1 Sub 0 Dec,-2,1,2437,22.8,30.1,0,6.5,2490,2749,2660,2013-06-08,L - Leonardo Santos,2015-02-22,L - Matt Dwyer
Dustin Kimura,1989-05-21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,16,16,5,2,0 KO 2 Sub 0 Dec,3,0 KO 1 Sub 2 Dec,-2,1,2888,24.6,28.7,0,9.6,2458,2749,2583,2013-02-02,W - Chico Camus,2014-12-13,L - Henry Cejudo
Junior Albini,1991-03-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,heavyweight,11,16,5,1,1 KO 0 Sub 0 Dec,4,2 KO 1 Sub 1 Dec,-4,1,1748,27.3,35.2,1,8.6,2407,2749,2687,2017-07-22,W - Tim Johnson,2019-06-29,L - Maurice Greene
Che Mills,1982-09-29,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, England",male,welterweight,16,16,4,2,2 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,0,1,1528,29.8,28.2,1,5.8,2300,2749,2650,2011-11-05,W - Chris Cope,2013-02-16,NC - Matt Riddle
Abdul-Kerim Edilov,1991-11-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,light heavyweight,16,16,1,1,1 KO 0 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,1,1,452,25.8,37.4,0,11,2748,2748,2365,2017-09-02,W - Bojan Mihajlovic,2017-09-02,W - Bojan Mihajlovic
Roberto Sanchez,1986-03-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,flyweight,16,16,3,1,0 KO 1 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,-1,1,1246,32,25,0,11,2687,2748,2680,2017-08-05,L - Joseph Morales,2018-09-08,L - Jarred Brooks
Gerald Harris,1979-11-19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,16,4,3,3 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,3,2748,30.5,28.7,2,8,2585,2748,2501,2010-01-11,W - John Salter,2010-11-20,L - Maiquel Falcao
Dong Yi Yang,1984-12-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,South Korea,male,middleweight,16,16,5,2,2 KO 0 Sub 0 Dec,3,0 KO 0 Sub 3 Dec,1,1,3697,27.5,26.5,0,6.6,2568,2747,2602,2010-10-23,L - Chris Camozzi,2015-11-28,W - Jake Collier
Nick Ring,1979-02-10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,middleweight,16,16,6,3,0 KO 1 Sub 2 Dec,3,0 KO 0 Sub 3 Dec,-2,2,5313,33.2,28,0,7,2470,2747,2605,2011-02-26,W - Riki Fukuda,2013-12-06,L - Caio Magalhaes
Mitch Clarke,1985-11-24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,lightweight,16,16,7,2,0 KO 1 Sub 1 Dec,5,2 KO 1 Sub 2 Dec,-3,2,4234,28.6,28.3,1,8.3,2442,2747,2669,2011-12-10,L - John Cholish,2017-09-09,L - Alex White
Mike Guymon,1974-09-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,4,1,0 KO 0 Sub 1 Dec,3,0 KO 3 Sub 0 Dec,-2,1,1442,35.9,28.8,0,8.2,2659,2746,2624,2010-01-11,L - Rory MacDonald,2011-01-22,L - DaMarques Johnson
Tafon Nchukwi,1994-10-14,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Cameroon,male,light heavyweight,16,16,6,2,0 KO 0 Sub 2 Dec,4,2 KO 0 Sub 2 Dec,-3,1,4319,27.3,31.9,0,8.5,2583,2746,2615,2020-12-19,W - Jamie Pickett,2023-08-12,L - AJ Dobson
Glaico Franca,1991-02-28,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,lightweight,16,16,3,1,0 KO 1 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,-2,1,2686,25,30.8,0,8.3,2569,2746,2776,2015-08-01,W - Fernando Bruno,2016-09-24,L - Gregor Gillespie
Ariane da Silva,1994-01-26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's flyweight,11,16,14,6,0 KO 2 Sub 4 Dec,8,3 KO 1 Sub 4 Dec,-3,3,9619,28.1,30.6,2,6.9,2647,2745,2622,2019-01-19,L - Joanne Wood,2025-06-07,L - Wang Cong
Godofredo Pepey,1987-07-02,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,featherweight,16,16,11,5,1 KO 3 Sub 1 Dec,6,3 KO 0 Sub 3 Dec,-2,3,4886,27.6,28.4,3,7,2592,2745,2642,2012-06-23,L - Rony Jason,2018-01-27,L - Mirsad Bektic
Sean O'Connell,1983-09-02,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,light heavyweight,16,16,7,2,2 KO 0 Sub 0 Dec,5,3 KO 0 Sub 2 Dec,-3,2,3340,31.8,32.6,3,6.9,2930,2744,2686,2014-04-16,L - Ryan Jimmo,2016-12-09,L - Corey Anderson
Emily Ducote,1994-01-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,women's strawweight,13,16,5,2,0 KO 0 Sub 2 Dec,3,0 KO 0 Sub 3 Dec,-1,1,4500,29.4,35.7,0,9.2,2586,2744,2559,2022-07-16,W - Jessica Penne,2024-05-18,L - Vanessa Demopoulos
Akira Corassani,1982-08-27,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Sweden,male,featherweight,16,16,6,3,0 KO 0 Sub 2 Dec,3,3 KO 0 Sub 0 Dec,-3,3,2564,31.4,26.3,1,5.2,2488,2744,2676,2012-09-29,W - Andy Ogle,2015-01-24,L - Sam Sicilia
Amir Sadollah,1980-08-27,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,11,6,0 KO 2 Sub 4 Dec,5,1 KO 0 Sub 4 Dec,-2,2,7918,30.4,29.5,0,3.5,2441,2744,2533,2008-06-21,W - C.B. Dollaway,2014-09-20,L - Yoshihiro Akiyama
Luiz Cane,1981-04-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,"middleweight, light heavyweight",16,16,9,4,3 KO 0 Sub 1 Dec,5,3 KO 0 Sub 1 Dec,-2,3,3230,28.8,29.3,1,6.6,2436,2744,2653,2007-12-29,L - James Irvin,2012-10-13,L - Chris Camozzi
Eddie Sanchez,1982-11-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,16,6,3,3 KO 0 Sub 0 Dec,3,2 KO 0 Sub 1 Dec,-2,2,3181,24.9,NA,1,6.5,2322,2744,2582,2006-09-23,W - Mario Neto,2008-12-10,L - Justin McCully
Eric Shelton,1991-02-02,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,flyweight,10,16,6,2,0 KO 0 Sub 2 Dec,4,0 KO 0 Sub 4 Dec,-1,1,5400,27,26.6,0,11.3,2740,2743,2690,2017-01-28,L - Alexandre Pantoja,2019-03-23,L - Jordan Espinosa
Jason MacDonald,1975-06-03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,middleweight,16,16,14,6,2 KO 4 Sub 0 Dec,8,4 KO 3 Sub 1 Dec,-2,2,5026,33.6,29.8,4,5.8,2408,2743,2621,2006-10-10,W - Ed Herman,2012-05-15,L - Tom Lawlor
Christian Aguilera,1991-11-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,3,1,1 KO 0 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,-2,1,638,28.9,30.7,0,9,2649,2742,2875,2020-06-13,W - Anthony Ivy,2021-05-08,L - Carlston Harris
Mayra Bueno Silva,1991-08-22,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,"women's bantamweight, women's flyweight",2,14,14,5,0 KO 4 Sub 1 Dec,7,1 KO 0 Sub 6 Dec,-5,3,9662,31.2,32.2,4,6.5,2476,2742,2654,2018-09-22,W - Gillian Robertson,2026-04-25,L - Michelle Montague
Jessica Eye,1986-07-27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,women's flyweight,1,12,16,5,1 KO 0 Sub 4 Dec,10,1 KO 0 Sub 9 Dec,-4,3,13916,31.4,30.9,0,6.3,2461,2742,2674,2013-10-19,NC - Sarah Kaufman,2022-07-02,L - Maycee Barber
Impa Kasanganay,1994-01-17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"DR Congo, United States",male,"welterweight, middleweight",16,16,4,2,0 KO 1 Sub 1 Dec,2,2 KO 0 Sub 0 Dec,-1,1,1807,27.1,30.6,0,9.8,3068,2741,2661,2020-08-29,W - Maki Pitolo,2021-09-18,L - Carlston Harris
Steve Bosse,1981-07-29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,"light heavyweight, middleweight",16,16,3,2,1 KO 0 Sub 1 Dec,1,1 KO 0 Sub 0 Dec,2,2,981,34.5,32.9,1,4,2741,2741,2607,2015-06-27,L - Thiago Santos,2016-06-18,W - Sean O'Connell
Ronny Markes,1988-04-21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,middleweight,16,16,5,3,0 KO 0 Sub 3 Dec,2,2 KO 0 Sub 0 Dec,-2,3,3452,24.7,31.5,0,5.4,2486,2741,2557,2011-08-14,W - Karlos Vemola,2014-03-23,L - Thiago Santos
Tomasz Drwal,1982-01-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Poland,male,middleweight,16,16,6,3,2 KO 1 Sub 0 Dec,3,1 KO 1 Sub 1 Dec,-2,3,2281,27.4,29.8,0,7.7,2595,2740,2551,2007-09-08,L - Thiago Silva,2010-09-15,L - David Branch
TJ Waldburger,1988-04-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,8,4,0 KO 3 Sub 1 Dec,4,3 KO 0 Sub 1 Dec,-2,2,3569,24.1,30.4,2,7.9,2588,2740,2680,2010-09-15,W - David Mitchell,2014-02-22,L - Mike Pyle
Tony Sims,1985-10-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"lightweight, welterweight",16,16,3,1,1 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,-2,1,1261,29.9,27.8,0,6,2534,2740,2639,2015-06-27,W - Steve Montgomery,2016-01-02,L - Abel Trujillo
Malcolm Gordon,1990-05-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Canada, Jamaica",male,flyweight,16,16,7,2,1 KO 0 Sub 1 Dec,5,2 KO 3 Sub 0 Dec,-3,2,2612,31.8,27.9,0,10.9,2482,2740,2657,2020-07-18,L - Amir Albazi,2024-01-20,L - Jimmy Flick
Mike Brown,1975-09-08,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,United States,male,featherweight,16,16,6,2,0 KO 0 Sub 2 Dec,4,1 KO 1 Sub 2 Dec,-1,2,3861,35,27,0,9.3,2646,2739,2582,2004-04-02,L - Genki Sudo,2013-08-17,L - Steven Siler
Reza Madadi,1978-06-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Iran, Sweden",male,lightweight,16,16,7,3,1 KO 2 Sub 0 Dec,4,0 KO 0 Sub 4 Dec,-2,1,5397,36.5,29.9,1,7.9,2606,2739,2630,2012-04-14,W - Yoislandy Izquierdo,2017-05-28,L - Joaquim Silva
Andre Soukhamthath,1988-10-23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,16,16,7,2,1 KO 0 Sub 1 Dec,5,0 KO 0 Sub 5 Dec,-2,1,5766,29.6,26.3,1,7.1,2343,2739,2634,2017-03-04,L - Albert Morales,2019-08-31,L - Sumudaerji
Viktoriia Dudakova,1999-01-26,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Russia,female,women's strawweight,16,16,4,2,1 KO 0 Sub 1 Dec,2,1 KO 0 Sub 1 Dec,-2,2,2401,25.2,31.5,0,11,2530,2738,2434,2023-07-15,W - Istela Nunes,2025-01-11,L - Fatima Kline
Daron Cruickshank,1985-06-11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,13,6,3 KO 0 Sub 3 Dec,6,0 KO 4 Sub 2 Dec,-3,2,7959,28.8,30.5,0,7.2,2489,2738,2635,2012-06-01,W - Chris Tickle,2016-01-17,L - Paul Felder
Dalcha Lungiambula,1987-07-31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,DR Congo,male,middleweight,16,16,7,2,1 KO 0 Sub 1 Dec,5,3 KO 1 Sub 1 Dec,-4,1,4201,33.8,29.3,0,9,2413,2738,2653,2019-06-29,W - Dequan Townsend,2022-12-10,L - Edmen Shahbazyan
Jose Johnson,1995-05-20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"flyweight, bantamweight",16,16,4,1,0 KO 1 Sub 0 Dec,3,0 KO 2 Sub 1 Dec,-2,1,2140,28.9,32.9,0,8,2490,2737,2711,2023-08-12,L - Da'Mon Blackshear,2025-01-11,L - Felipe Bunes
